,yield
2013-12-14 18:00:00,0.0
2013-12-14 20:00:00,0.0
2013-12-14 22:00:00,0.000165012610653
2013-12-15 00:00:00,9.06304509898e-19
2013-12-15 02:00:00,0.00533051849737
2013-12-15 04:00:00,0.00260418945357
2013-12-15 06:00:00,0.0
2013-12-15 08:00:00,0.0
2013-12-15 10:00:00,0.0
2013-12-15 12:00:00,4.53152254949e-18
2013-12-15 14:00:00,0.0
2013-12-15 16:00:00,0.00929425726093
2013-12-15 18:00:00,0.0189372761916
2013-12-15 20:00:00,1.63134811782e-17
2013-12-15 22:00:00,1.08756541188e-17
2013-12-16 00:00:00,0.0
2013-12-16 02:00:00,0.0
2013-12-16 04:00:00,0.778319294502
2013-12-16 06:00:00,1.93291239322
2013-12-16 08:00:00,0.080238178681
2013-12-16 10:00:00,3.72929562093
2013-12-16 12:00:00,6.21104077199
2013-12-16 14:00:00,5.90709225976
2013-12-16 16:00:00,5.85995293291
2013-12-16 18:00:00,3.16558026387
2013-12-16 20:00:00,2.78633994796
2013-12-16 22:00:00,2.15172030363
2013-12-17 00:00:00,2.06267621051
2013-12-17 02:00:00,1.35004542284
2013-12-17 04:00:00,1.12475305006
2013-12-17 06:00:00,1.06484100515
2013-12-17 08:00:00,0.0140293179209
2013-12-17 10:00:00,0.0
2013-12-17 12:00:00,7.25043607918e-18
2013-12-17 14:00:00,9.06304509898e-19
2013-12-17 16:00:00,0.0192523601662
2013-12-17 18:00:00,0.311278444862
2013-12-17 20:00:00,0.109244708965
2013-12-17 22:00:00,0.366548964467
2014-01-03 00:00:00,0.00329747453053
2014-01-03 02:00:00,0.00469241268472
2014-01-03 04:00:00,0.0049763346706
2014-01-03 06:00:00,3.62521803959e-18
2014-01-03 08:00:00,1.8126090198e-18
2014-01-03 10:00:00,1.8126090198e-18
2014-01-03 12:00:00,3.62521803959e-18
2014-01-03 14:00:00,0.0
2014-01-03 16:00:00,0.0
2014-01-03 18:00:00,0.00564866116112
2014-01-03 20:00:00,0.0
2014-01-03 22:00:00,0.000880656329161
2014-01-04 00:00:00,0.0263079183517
2014-01-04 02:00:00,0.0
2014-01-04 04:00:00,9.06304509898e-19
2014-01-04 06:00:00,0.0
2014-01-04 08:00:00,0.0
2014-01-04 10:00:00,0.0
2014-01-04 12:00:00,1.8126090198e-18
2014-01-04 14:00:00,0.000220593334442
2014-01-04 16:00:00,2.31857828961
2014-01-04 18:00:00,5.12795601216
2014-01-04 20:00:00,1.35035291124
2014-01-04 22:00:00,0.00172406808207
2014-01-05 00:00:00,6.34413156929e-18
2014-01-05 02:00:00,0.00013675050417
2014-01-05 04:00:00,3.62521803959e-18
2014-01-05 06:00:00,6.34413156929e-18
2014-01-05 08:00:00,2.71891352969e-18
2014-01-05 10:00:00,2.71891352969e-18
2014-01-05 12:00:00,3.11945876339e-06
2014-01-05 14:00:00,5.79872889738e-05
2014-01-05 16:00:00,1.8126090198e-18
2014-01-05 18:00:00,0.0
2014-01-05 20:00:00,0.0
2014-01-05 22:00:00,0.0
2014-01-06 00:00:00,0.0
2014-01-06 02:00:00,1.8126090198e-18
2014-01-06 04:00:00,0.0
2014-01-06 06:00:00,9.06304509898e-19
2014-01-06 08:00:00,2.71891352969e-18
2014-01-06 10:00:00,0.0
2014-01-06 12:00:00,0.0
2014-01-06 14:00:00,0.0
2014-01-06 16:00:00,0.000837820148337
2014-01-06 18:00:00,0.00545316882217
2014-01-06 20:00:00,0.0050449100424
2014-01-06 22:00:00,4.53152254949e-18
2014-01-23 00:00:00,0.0202381542619
2014-01-23 02:00:00,0.000757336085514
2014-01-23 04:00:00,0.0128379517788
2014-01-23 06:00:00,0.00222717695597
2014-01-23 08:00:00,0.00533867789591
2014-01-23 10:00:00,0.00277447022327
2014-01-23 12:00:00,0.00394965343556
2014-01-23 14:00:00,0.00379828684929
2014-01-23 16:00:00,0.00400804374424
2014-01-23 18:00:00,0.00423630244679
2014-01-23 20:00:00,0.00435747953687
2014-01-23 22:00:00,0.00456503284085
2014-01-24 00:00:00,0.00463383609955
2014-01-24 02:00:00,0.00472528018796
2014-01-24 04:00:00,0.0047902324874
2014-01-24 06:00:00,0.00485081402251
2014-01-24 08:00:00,0.00489975418916
2014-01-24 10:00:00,0.00494078531729
2014-01-24 12:00:00,0.00497470526925
2014-01-24 14:00:00,0.0050023321678
2014-01-24 16:00:00,0.00502484543756
2014-01-24 18:00:00,0.00504293837386
2014-01-24 20:00:00,0.00506410060305
2014-01-24 22:00:00,0.00507477187741
2014-01-25 00:00:00,0.00507477187741
2014-01-25 02:00:00,0.00507477187741
2014-01-25 04:00:00,0.00507477187741
2014-01-25 06:00:00,0.00507477187741
2014-01-25 08:00:00,0.00507477187741
2014-01-25 10:00:00,0.00507477187741
2014-01-25 12:00:00,0.00507477187741
2014-01-25 14:00:00,0.00507477187741
2014-01-25 16:00:00,0.00507477187741
2014-01-25 18:00:00,0.00507477187741
2014-01-25 20:00:00,0.00507477187741
2014-01-25 22:00:00,0.00507477187741
2014-01-26 00:00:00,0.00507477187741
2014-01-26 02:00:00,0.00431743579189
2014-01-26 04:00:00,0.00431743579189
2014-01-26 06:00:00,0.00284759492143
2014-01-26 08:00:00,0.00284759492143
2014-01-26 10:00:00,0.00258214497678
2014-01-26 12:00:00,0.00245868238716
2014-01-26 14:00:00,0.00228508713586
2014-01-26 16:00:00,0.00210253935834
2014-01-26 18:00:00,0.00191376464314
2014-01-26 20:00:00,0.00172192065948
2014-01-26 22:00:00,0.00153782087177
2014-02-12 00:00:00,2.71891352969e-18
2014-02-12 02:00:00,1.8126090198e-18
2014-02-12 04:00:00,0.0
2014-02-12 06:00:00,0.0
2014-02-12 08:00:00,4.53152254949e-18
2014-02-12 10:00:00,0.0
2014-02-12 12:00:00,2.71891352969e-18
2014-02-12 14:00:00,1.08756541188e-17
2014-02-12 16:00:00,2.30088589654e-05
2014-02-12 18:00:00,0.762310141858
2014-02-12 20:00:00,0.147676061824
2014-02-12 22:00:00,0.000955834362972
2014-02-13 00:00:00,0.00132444856569
2014-02-13 02:00:00,2.71891352969e-18
2014-02-13 04:00:00,1.8126090198e-18
2014-02-13 06:00:00,0.0
2014-02-13 08:00:00,2.71891352969e-18
2014-02-13 10:00:00,0.0
2014-02-13 12:00:00,0.0
2014-02-13 14:00:00,0.0
2014-02-13 16:00:00,0.0
2014-02-13 18:00:00,0.0
2014-02-13 20:00:00,0.0
2014-02-13 22:00:00,1.8126090198e-18
2014-02-14 00:00:00,0.0
2014-02-14 02:00:00,2.71891352969e-18
2014-02-14 04:00:00,0.0
2014-02-14 06:00:00,0.0
2014-02-14 08:00:00,0.0
2014-02-14 10:00:00,4.53152254949e-18
2014-02-14 12:00:00,2.71891352969e-18
2014-02-14 14:00:00,0.00663898202061
2014-02-14 16:00:00,0.0
2014-02-14 18:00:00,9.96934960888e-18
2014-02-14 20:00:00,4.53152254949e-18
2014-02-14 22:00:00,6.34413156929e-18
2014-02-15 00:00:00,0.000158880697241
2014-02-15 02:00:00,3.53083709518e-05
2014-02-15 04:00:00,0.000359678699012
2014-02-15 06:00:00,0.000421101874706
2014-02-15 08:00:00,0.000685814445205
2014-02-15 10:00:00,8.15674058908e-18
2014-02-15 12:00:00,0.0
2014-02-15 14:00:00,0.0173698187624
2014-02-15 16:00:00,2.29628692637
2014-02-15 18:00:00,3.34935564028
2014-02-15 20:00:00,3.38973519679
2014-02-15 22:00:00,2.89979730421
2014-03-04 00:00:00,0.567556287107
2014-03-04 02:00:00,0.00164048398405
2014-03-04 04:00:00,0.0
2014-03-04 06:00:00,0.000288405341942
2014-03-04 08:00:00,0.0
2014-03-04 10:00:00,0.026958876556
2014-03-04 12:00:00,0.0
2014-03-04 14:00:00,1.8126090198e-18
2014-03-04 16:00:00,0.0
2014-03-04 18:00:00,5.43782705939e-18
2014-03-04 20:00:00,0.0
2014-03-04 22:00:00,0.0
2014-03-05 00:00:00,1.8126090198e-18
2014-03-05 02:00:00,0.0
2014-03-05 04:00:00,0.00469648864078
2014-03-05 06:00:00,0.0108452701553
2014-03-05 08:00:00,2.71891352969e-18
2014-03-05 10:00:00,9.06304509898e-19
2014-03-05 12:00:00,0.0
2014-03-05 14:00:00,1.8126090198e-18
2014-03-05 16:00:00,4.53152254949e-18
2014-03-05 18:00:00,0.0
2014-03-05 20:00:00,0.0
2014-03-05 22:00:00,0.000121819865958
2014-03-06 00:00:00,9.06304509898e-19
2014-03-06 02:00:00,2.71891352969e-18
2014-03-06 04:00:00,9.06304509898e-19
2014-03-06 06:00:00,9.06304509898e-19
2014-03-06 08:00:00,9.06304509898e-19
2014-03-06 10:00:00,1.8126090198e-18
2014-03-06 12:00:00,2.71891352969e-18
2014-03-06 14:00:00,1.8126090198e-18
2014-03-06 16:00:00,9.06304509898e-19
2014-03-06 18:00:00,0.0
2014-03-06 20:00:00,9.06304509898e-19
2014-03-06 22:00:00,1.8126090198e-18
2014-03-07 00:00:00,0.0
2014-03-07 02:00:00,0.0
2014-03-07 04:00:00,0.0
2014-03-07 06:00:00,0.0
2014-03-07 08:00:00,1.8126090198e-18
2014-03-07 10:00:00,2.71891352969e-18
2014-03-07 12:00:00,3.62521803959e-18
2014-03-07 14:00:00,9.06304509898e-19
2014-03-07 16:00:00,5.43782705939e-18
2014-03-07 18:00:00,0.0
2014-03-07 20:00:00,0.0
2014-03-07 22:00:00,3.62521803959e-18
2014-03-24 00:00:00,0.000923083112724
2014-03-24 02:00:00,0.00665033684169
2014-03-24 04:00:00,0.00479298414168
2014-03-24 06:00:00,0.00594789393234
2014-03-24 08:00:00,0.00495115426073
2014-03-24 10:00:00,0.0051330819655
2014-03-24 12:00:00,0.00516460660668
2014-03-24 14:00:00,0.005267023867
2014-03-24 16:00:00,0.00535623991007
2014-03-24 18:00:00,0.00541014147897
2014-03-24 20:00:00,0.00545800191473
2014-03-24 22:00:00,0.00548508613663
2014-03-25 00:00:00,0.00537686737338
2014-03-25 02:00:00,0.00528634308958
2014-03-25 04:00:00,0.00521635943138
2014-03-25 06:00:00,0.00516348490985
2014-03-25 08:00:00,0.00512546227896
2014-03-25 10:00:00,0.00509933569258
2014-03-25 12:00:00,0.00508243034244
2014-03-25 14:00:00,0.00507241996663
2014-03-25 16:00:00,0.00507372079167
2014-03-25 18:00:00,0.0050655325875
2014-03-25 20:00:00,0.00510786088969
2014-03-25 22:00:00,0.00507477187741
2014-03-26 00:00:00,0.00507477187741
2014-03-26 02:00:00,0.00507477187741
2014-03-26 04:00:00,0.00507477187741
2014-03-26 06:00:00,0.00507477187741
2014-03-26 08:00:00,0.00507477187741
2014-03-26 10:00:00,0.00507477187741
2014-03-26 12:00:00,0.00507477187741
2014-03-26 14:00:00,0.00507477187741
2014-03-26 16:00:00,0.00507477187741
2014-03-26 18:00:00,0.00507477187741
2014-03-26 20:00:00,0.00507477187741
2014-03-26 22:00:00,0.00507477187741
2014-03-27 00:00:00,0.00507477187741
2014-03-27 02:00:00,0.00431743579189
2014-03-27 04:00:00,0.00431743579189
2014-03-27 06:00:00,0.00284759492143
2014-03-27 08:00:00,0.00284759492143
2014-03-27 10:00:00,0.00258214497678
2014-03-27 12:00:00,0.00245868238716
2014-03-27 14:00:00,0.00228508713586
2014-03-27 16:00:00,0.00210253935834
2014-03-27 18:00:00,0.00191376464314
2014-03-27 20:00:00,0.00172192065948
2014-03-27 22:00:00,0.00153782087177
2014-04-13 00:00:00,0.00377564985507
2014-04-13 02:00:00,9.06304509898e-19
2014-04-13 04:00:00,1.8126090198e-18
2014-04-13 06:00:00,9.06304509898e-19
2014-04-13 08:00:00,0.0
2014-04-13 10:00:00,0.0
2014-04-13 12:00:00,0.0
2014-04-13 14:00:00,1.8126090198e-18
2014-04-13 16:00:00,0.0
2014-04-13 18:00:00,7.25043607918e-18
2014-04-13 20:00:00,0.00418547321782
2014-04-13 22:00:00,0.00339685603983
2014-04-14 00:00:00,0.00421092794472
2014-04-14 02:00:00,0.00146550879296
2014-04-14 04:00:00,0.00800316007539
2014-04-14 06:00:00,0.0151598386998
2014-04-14 08:00:00,0.0
2014-04-14 10:00:00,3.62521803959e-18
2014-04-14 12:00:00,0.0
2014-04-14 14:00:00,0.0
2014-04-14 16:00:00,9.06304509898e-19
2014-04-14 18:00:00,3.62521803959e-18
2014-04-14 20:00:00,1.8126090198e-18
2014-04-14 22:00:00,6.34413156929e-18
2014-04-15 00:00:00,9.06304509898e-19
2014-04-15 02:00:00,0.00316743069063
2014-04-15 04:00:00,0.0
2014-04-15 06:00:00,0.0
2014-04-15 08:00:00,3.62521803959e-18
2014-04-15 10:00:00,0.000846182904042
2014-04-15 12:00:00,3.62521803959e-18
2014-04-15 14:00:00,6.34413156929e-18
2014-04-15 16:00:00,0.0
2014-04-15 18:00:00,0.00103322974655
2014-04-15 20:00:00,0.000253375759451
2014-04-15 22:00:00,0.0
2014-04-16 00:00:00,0.0
2014-04-16 02:00:00,0.0
2014-04-16 04:00:00,8.15674058908e-18
2014-04-16 06:00:00,0.0
2014-04-16 08:00:00,9.06304509898e-19
2014-04-16 10:00:00,0.0101929371589
2014-04-16 12:00:00,0.0161452194946
2014-04-16 14:00:00,0.0
2014-04-16 16:00:00,2.71891352969e-18
2014-04-16 18:00:00,0.0
2014-04-16 20:00:00,0.0
2014-04-16 22:00:00,0.0
2014-05-03 00:00:00,0.0167380139153
2014-05-03 02:00:00,0.0
2014-05-03 04:00:00,2.71891352969e-18
2014-05-03 06:00:00,4.53152254949e-18
2014-05-03 08:00:00,1.08756541188e-17
2014-05-03 10:00:00,0.0
2014-05-03 12:00:00,1.8126090198e-18
2014-05-03 14:00:00,0.0
2014-05-03 16:00:00,0.00034830269565
2014-05-03 18:00:00,0.0
2014-05-03 20:00:00,6.41772827357e-06
2014-05-03 22:00:00,1.8126090198e-18
2014-05-04 00:00:00,0.00398257917998
2014-05-04 02:00:00,7.25043607918e-18
2014-05-04 04:00:00,0.0
2014-05-04 06:00:00,0.0
2014-05-04 08:00:00,0.0
2014-05-04 10:00:00,0.0
2014-05-04 12:00:00,9.06304509898e-19
2014-05-04 14:00:00,0.0
2014-05-04 16:00:00,0.0
2014-05-04 18:00:00,9.06304509898e-19
2014-05-04 20:00:00,0.0
2014-05-04 22:00:00,0.0
2014-05-05 00:00:00,9.06304509898e-19
2014-05-05 02:00:00,1.8126090198e-18
2014-05-05 04:00:00,9.06304509898e-19
2014-05-05 06:00:00,0.0
2014-05-05 08:00:00,0.0
2014-05-05 10:00:00,1.8126090198e-18
2014-05-05 12:00:00,0.0
2014-05-05 14:00:00,9.06304509898e-19
2014-05-05 16:00:00,4.53152254949e-18
2014-05-05 18:00:00,0.0
2014-05-05 20:00:00,0.0
2014-05-05 22:00:00,1.8126090198e-18
2014-05-06 00:00:00,6.34413156929e-18
2014-05-06 02:00:00,8.15674058908e-18
2014-05-06 04:00:00,4.53152254949e-18
2014-05-06 06:00:00,9.06304509898e-19
2014-05-06 08:00:00,1.8126090198e-18
2014-05-06 10:00:00,0.000259088039632
2014-05-06 12:00:00,9.06304509898e-19
2014-05-06 14:00:00,0.0
2014-05-06 16:00:00,0.000340611790598
2014-05-06 18:00:00,0.243782219775
2014-05-06 20:00:00,1.06593388035
2014-05-06 22:00:00,9.43666043782e-05
2014-05-23 00:00:00,0.00228282712979
2014-05-23 02:00:00,0.000757336085514
2014-05-23 04:00:00,0.0141143898915
2014-05-23 06:00:00,0.00261926134369
2014-05-23 08:00:00,0.00574743770974
2014-05-23 10:00:00,0.00321761503345
2014-05-23 12:00:00,0.00406934295462
2014-05-23 14:00:00,0.00390669824039
2014-05-23 16:00:00,0.00407293877502
2014-05-23 18:00:00,0.00430254728591
2014-05-23 20:00:00,0.00440244262273
2014-05-23 22:00:00,0.00460627024096
2014-05-24 00:00:00,0.00466498446386
2014-05-24 02:00:00,0.00475138211008
2014-05-24 04:00:00,0.0048108834285
2014-05-24 06:00:00,0.00486725451666
2014-05-24 08:00:00,0.00491285074868
2014-05-24 10:00:00,0.00495085466425
2014-05-24 12:00:00,0.0049820765483
2014-05-24 14:00:00,0.00500742555654
2014-05-24 16:00:00,0.00502800618455
2014-05-24 18:00:00,0.00504327270926
2014-05-24 20:00:00,0.00506399304535
2014-05-24 22:00:00,0.00507477187741
2014-05-25 00:00:00,0.00507477187741
2014-05-25 02:00:00,0.00507477187741
2014-05-25 04:00:00,0.00507477187741
2014-05-25 06:00:00,0.00507477187741
2014-05-25 08:00:00,0.00507477187741
2014-05-25 10:00:00,0.00507477187741
2014-05-25 12:00:00,0.00507477187741
2014-05-25 14:00:00,0.00507477187741
2014-05-25 16:00:00,0.00507477187741
2014-05-25 18:00:00,0.00507477187741
2014-05-25 20:00:00,0.00507477187741
2014-05-25 22:00:00,0.00507477187741
2014-05-26 00:00:00,0.00507477187741
2014-05-26 02:00:00,0.00431743579189
2014-05-26 04:00:00,0.00431743579189
2014-05-26 06:00:00,0.00284759492143
2014-05-26 08:00:00,0.00284759492143
2014-05-26 10:00:00,0.00258214497678
2014-05-26 12:00:00,0.00245868238716
2014-05-26 14:00:00,0.00228508713586
2014-05-26 16:00:00,0.00210253935834
2014-05-26 18:00:00,0.00191376464314
2014-05-26 20:00:00,0.00172192065948
2014-05-26 22:00:00,0.00153782087177
2014-06-12 00:00:00,0.0
2014-06-12 02:00:00,2.71891352969e-18
2014-06-12 04:00:00,9.06304509898e-19
2014-06-12 06:00:00,0.00376913341467
2014-06-12 08:00:00,0.00192877946054
2014-06-12 10:00:00,0.035093767108
2014-06-12 12:00:00,0.000468113837491
2014-06-12 14:00:00,0.0305035272495
2014-06-12 16:00:00,0.00128827288792
2014-06-12 18:00:00,0.000598026749733
2014-06-12 20:00:00,9.96934960888e-18
2014-06-12 22:00:00,1.54071766683e-17
2014-06-13 00:00:00,6.34413156929e-18
2014-06-13 02:00:00,1.40477199034e-17
2014-06-13 04:00:00,3.62521803959e-18
2014-06-13 06:00:00,0.00130100663295
2014-06-13 08:00:00,0.0
2014-06-13 10:00:00,0.00029822502652
2014-06-13 12:00:00,0.00716992614204
2014-06-13 14:00:00,0.00202688684556
2014-06-13 16:00:00,2.08450037277e-17
2014-06-13 18:00:00,0.000591588684408
2014-06-13 20:00:00,5.43782705939e-18
2014-06-13 22:00:00,0.000352491823987
2014-06-14 00:00:00,1.26882631386e-17
2014-06-14 02:00:00,9.96934960888e-18
2014-06-14 04:00:00,1.63134811782e-17
2014-06-14 06:00:00,8.15674058908e-18
2014-06-14 08:00:00,9.06304509898e-19
2014-06-14 10:00:00,7.25043607918e-18
2014-06-14 12:00:00,8.15674058908e-18
2014-06-14 14:00:00,6.34413156929e-18
2014-06-14 16:00:00,0.0
2014-06-14 18:00:00,0.0
2014-06-14 20:00:00,1.34803456817e-05
2014-06-14 22:00:00,6.34413156929e-18
2014-06-15 00:00:00,1.8126090198e-18
2014-06-15 02:00:00,0.0
2014-06-15 04:00:00,0.0
2014-06-15 06:00:00,6.34413156929e-18
2014-06-15 08:00:00,1.8126090198e-18
2014-06-15 10:00:00,0.0
2014-06-15 12:00:00,0.0
2014-06-15 14:00:00,0.0
2014-06-15 16:00:00,9.06304509898e-19
2014-06-15 18:00:00,0.0
2014-06-15 20:00:00,1.22146161617
2014-06-15 22:00:00,2.04694820299
2014-07-02 00:00:00,0.0
2014-07-02 02:00:00,0.0
2014-07-02 04:00:00,1.8126090198e-18
2014-07-02 06:00:00,0.0
2014-07-02 08:00:00,2.71891352969e-18
2014-07-02 10:00:00,9.06304509898e-19
2014-07-02 12:00:00,7.25043607919e-18
2014-07-02 14:00:00,0.000179203759131
2014-07-02 16:00:00,0.00313572373342
2014-07-02 18:00:00,0.00818888275086
2014-07-02 20:00:00,2.03206335429
2014-07-02 22:00:00,3.67850612035
2014-07-03 00:00:00,4.79262478052
2014-07-03 02:00:00,1.40446872824
2014-07-03 04:00:00,0.0260660092758
2014-07-03 06:00:00,0.00212016271356
2014-07-03 08:00:00,0.000153460617767
2014-07-03 10:00:00,0.0
2014-07-03 12:00:00,0.0
2014-07-03 14:00:00,2.71891352969e-18
2014-07-03 16:00:00,0.0163693852998
2014-07-03 18:00:00,0.0
2014-07-03 20:00:00,0.0769105272789
2014-07-03 22:00:00,0.0101381763428
2014-07-04 00:00:00,0.00726980982152
2014-07-04 02:00:00,0.000954494874835
2014-07-04 04:00:00,0.0
2014-07-04 06:00:00,3.62521803959e-18
2014-07-04 08:00:00,3.62521803959e-18
2014-07-04 10:00:00,0.0
2014-07-04 12:00:00,9.06304509898e-19
2014-07-04 14:00:00,6.34413156929e-18
2014-07-04 16:00:00,9.06304509898e-19
2014-07-04 18:00:00,0.0
2014-07-04 20:00:00,0.0
2014-07-04 22:00:00,3.80225062514e-05
2014-07-05 00:00:00,0.0
2014-07-05 02:00:00,0.0
2014-07-05 04:00:00,1.8126090198e-18
2014-07-05 06:00:00,0.0
2014-07-05 08:00:00,0.0
2014-07-05 10:00:00,1.8126090198e-18
2014-07-05 12:00:00,1.8126090198e-18
2014-07-05 14:00:00,0.0
2014-07-05 16:00:00,0.0
2014-07-05 18:00:00,0.0
2014-07-05 20:00:00,0.0
2014-07-05 22:00:00,0.0
2014-07-22 00:00:00,0.00145066847936
2014-07-22 02:00:00,0.0117392114441
2014-07-22 04:00:00,0.00410254528495
2014-07-22 06:00:00,0.00535626528211
2014-07-22 08:00:00,0.00480646937392
2014-07-22 10:00:00,0.00493159841467
2014-07-22 12:00:00,0.00492598921157
2014-07-22 14:00:00,0.0049767554524
2014-07-22 16:00:00,0.00504335608319
2014-07-22 18:00:00,0.00508893494781
2014-07-22 20:00:00,0.00514938496402
2014-07-22 22:00:00,0.00519926793248
2014-07-23 00:00:00,0.0051540556394
2014-07-23 02:00:00,0.00511871363016
2014-07-23 04:00:00,0.00509419879245
2014-07-23 06:00:00,0.0050775727765
2014-07-23 08:00:00,0.00506757588531
2014-07-23 10:00:00,0.00506187009303
2014-07-23 12:00:00,0.00505981975462
2014-07-23 14:00:00,0.00506035952358
2014-07-23 16:00:00,0.00513935507331
2014-07-23 18:00:00,0.00506520323669
2014-07-23 20:00:00,0.00511489039785
2014-07-23 22:00:00,0.00507477187741
2014-07-24 00:00:00,0.00507477187741
2014-07-24 02:00:00,0.00507477187741
2014-07-24 04:00:00,0.00507477187741
2014-07-24 06:00:00,0.00507477187741
2014-07-24 08:00:00,0.00507477187741
2014-07-24 10:00:00,0.00507477187741
2014-07-24 12:00:00,0.00507477187741
2014-07-24 14:00:00,0.00507477187741
2014-07-24 16:00:00,0.00507477187741
2014-07-24 18:00:00,0.00507477187741
2014-07-24 20:00:00,0.00507477187741
2014-07-24 22:00:00,0.00507477187741
2014-07-25 00:00:00,0.00507477187741
2014-07-25 02:00:00,0.00431743579189
2014-07-25 04:00:00,0.00431743579189
2014-07-25 06:00:00,0.00284759492143
2014-07-25 08:00:00,0.00284759492143
2014-07-25 10:00:00,0.00258214497678
2014-07-25 12:00:00,0.00245868238716
2014-07-25 14:00:00,0.00228508713586
2014-07-25 16:00:00,0.00210253935834
2014-07-25 18:00:00,0.00191376464314
2014-07-25 20:00:00,0.00172192065948
2014-07-25 22:00:00,0.00153782087177
2014-08-11 00:00:00,0.0
2014-08-11 02:00:00,0.000588141181069
2014-08-11 04:00:00,0.000472641932245
2014-08-11 06:00:00,0.00031725219072
2014-08-11 08:00:00,0.0
2014-08-11 10:00:00,3.62521803959e-18
2014-08-11 12:00:00,3.62521803959e-18
2014-08-11 14:00:00,2.71891352969e-18
2014-08-11 16:00:00,4.53152254949e-18
2014-08-11 18:00:00,0.0
2014-08-11 20:00:00,0.0
2014-08-11 22:00:00,6.34413156929e-18
2014-08-12 00:00:00,0.000632802896693
2014-08-12 02:00:00,0.000387391142433
2014-08-12 04:00:00,0.00018993228086
2014-08-12 06:00:00,0.000181977840919
2014-08-12 08:00:00,0.0
2014-08-12 10:00:00,1.45008721584e-17
2014-08-12 12:00:00,9.96934960888e-18
2014-08-12 14:00:00,0.000202637182625
2014-08-12 16:00:00,1.26882631386e-17
2014-08-12 18:00:00,9.06304509898e-18
2014-08-12 20:00:00,0.0
2014-08-12 22:00:00,3.62521803959e-18
2014-08-13 00:00:00,0.0
2014-08-13 02:00:00,2.71891352969e-18
2014-08-13 04:00:00,0.000588527615825
2014-08-13 06:00:00,0.000420198574721
2014-08-13 08:00:00,9.06304509898e-18
2014-08-13 10:00:00,9.06304509898e-19
2014-08-13 12:00:00,6.49492579602e-05
2014-08-13 14:00:00,9.06304509898e-19
2014-08-13 16:00:00,4.53152254949e-18
2014-08-13 18:00:00,0.0
2014-08-13 20:00:00,0.0
2014-08-13 22:00:00,0.000216464487047
2014-08-14 00:00:00,0.000217167466921
2014-08-14 02:00:00,4.53152254949e-18
2014-08-14 04:00:00,4.53152254949e-18
2014-08-14 06:00:00,1.8126090198e-18
2014-08-14 08:00:00,0.0
2014-08-14 10:00:00,5.43782705939e-18
2014-08-14 12:00:00,7.25043607919e-18
2014-08-14 14:00:00,0.0
2014-08-14 16:00:00,1.99386992178e-17
2014-08-14 18:00:00,7.25043607918e-18
2014-08-14 20:00:00,7.25043607918e-18
2014-08-14 22:00:00,0.00136050076135
2014-08-31 00:00:00,0.000727704319899
2014-08-31 02:00:00,0.000116141145583
2014-08-31 04:00:00,0.00291107645644
2014-08-31 06:00:00,9.06304509898e-19
2014-08-31 08:00:00,3.62521803959e-18
2014-08-31 10:00:00,0.0
